Id,Prediction
250,4167674.154886107
251,5189922.67285402
252,5700460.177166667
253,4025900.6686742427
254,3768138.9503729604
255,4626866.566590909
256,3416342.736490384
257,4841466.754375
258,3694529.125
259,4163761.5651646275
260,3898129.3709659087
261,3518849.2575
262,4461822.4025
263,4018936.5985416663
264,2103583.135
265,4178244.795
266,5230854.569291667
267,5129724.915613636
268,4670537.362916667
269,4261843.666166667
270,3955477.092121212
271,3600628.79
272,4310142.385979021
273,4683611.648863636
274,3434383.22
275,3984401.345
276,5061418.45375
277,3943086.58
278,4826554.0775
279,4785787.85
280,4090384.0342062945
281,4904773.9025
282,4044450.033920197
283,4166006.55625
284,4992520.314166666
285,2789754.301041667
286,4941482.736863636
287,4513340.56625
288,5008845.7804166665
289,3364076.9332951973
290,4099578.737916667
291,4392582.710416667
292,2716651.583679813
293,3968455.622461864
294,4274360.815
295,4336230.246863636
296,4675838.67
297,4464118.543863636
298,3506318.185
299,3761595.0116666663
300,4562235.5675
301,4279580.354375
302,5008911.525854021
303,4719692.527083334
304,4215549.705441177
305,4771162.5875
306,3342615.0366911767
307,5629874.535441177
308,2654953.275
309,3420068.71625
310,4471981.028125
311,3751077.2025
312,3918688.0317803025
313,5067181.4075
314,3719403.804304813
315,3987700.915
316,2312607.191875
317,3880511.5972159086
318,5062105.53346591
319,4588123.46125
320,4616755.922107844
321,3080491.4725
322,4095945.5996153844
323,3820261.349375
324,5781345.84875
325,4009076.55875
326,4362192.832840909
327,4772574.248030303
328,3970430.1489903843
329,4465518.203863637
330,2754914.766875
331,5080074.215
332,4575957.063541667
333,4560536.25925
334,4392799.406666666
335,4222917.579621212
336,3154510.2075
337,4759223.405
338,3104852.6675
339,3362651.5075
340,4401648.695
341,3538384.731875
342,4260862.75375
343,4230254.19
344,3683914.17875
345,3977909.3366666664
346,3853047.1373161767
347,5323735.61
348,3261137.905
349,4332544.458541666
350,4018176.962708333
351,4252200.273238637
352,5288108.1183409095
353,3959697.7625
354,3319914.610625
355,3695861.9825
356,4656426.00175
357,3685595.102007576
358,3906898.2549999994
359,4534543.24212296
360,5125777.5525
361,4584573.446363636
362,4769885.119583334
363,4669408.530965909
364,5096800.759166666
365,3545609.643679813
366,3203728.03
367,3216821.46375
368,3747687.310625
369,3826421.7366666663
370,4138878.3505303026
371,4607656.17034091
372,5182727.126875
373,4428609.758863636
374,4216256.354980804
375,5107099.530441176
376,3683807.1345833335
377,3913617.865
378,4260422.015
379,4527177.1925
380,4951854.576363636
381,3636516.689375
382,2617081.01875
383,4347545.276666666
384,4151298.8863636362
385,4944746.218030303
386,4073737.6563636363
387,4913533.45597902
388,3823943.35375
389,5069780.3475
390,4118416.939615384
391,4021192.57625
392,3043699.9625
393,4333305.0925
394,4523557.444590909
395,2923276.27375
396,5134581.675454546
397,4081598.815833333
398,5632276.386666667
399,4565149.247954546
400,4820789.2125
401,3140003.372083334
402,3243432.70125
403,3989040.502115384
404,3585664.5288636363
405,4165574.3675
406,4934855.372708333
407,4347804.022954546
408,2511396.205
409,3739833.545416666
410,4072901.6585224704
411,4366987.787941176
412,4703689.616875
413,4728796.7475
414,4910287.7775
415,5284324.249090909
416,4499000.126363636
417,2332483.94
418,4630091.544166666
419,3316261.47
420,4748294.595979021
421,4470895.605340909
422,4271704.158125
423,3105200.434375
424,4431532.87597902
425,3455632.3404411767
426,3964158.5657951976
427,4218104.572941177
428,4635765.6125
429,4407215.53159091
430,4009908.523333334
431,3783622.830833333
432,2345328.1925
433,4855329.81375
434,3155283.784607843
435,4526042.820738636
436,3063856.225
437,3327503.720208334
438,3146367.8775
439,5342919.00125
440,4639147.713030303
441,4088932.559375
442,3655388.904166667
443,4835144.435
444,4159085.97
445,3827166.43375
446,4423053.941363636
447,3953471.895
448,4721125.047020688
449,4516581.53584091
450,4640538.00534091
451,4776989.48
452,2934618.43
453,4947640.40875
454,4460872.57
455,4733491.413958333
456,2784252.5875
457,4353100.607708333
458,4444704.537916667
459,2827714.532083334
460,4332008.587115385
461,4751057.4125
462,4706076.116490385
463,3664227.8525
464,4871279.258365384
465,3928270.703787878
466,5153562.803333333
467,4076086.55875
468,3735445.905
469,4803597.772732844
470,4360390.44575
471,4807840.027916667
472,4303764.968125
473,4285786.818357844
474,4961345.390833333
475,3672446.720814137
476,3511413.48
477,4974187.956875
478,3368228.484583333
479,3863307.95625
480,3799908.35125
481,4868837.25375
482,3562227.48875
483,5522310.981666666
484,4388549.9988636365
485,4101591.6576570864
486,3205242.116875
487,4109242.0903409095
488,4588533.21
489,3732154.5778654194
490,4584950.133863636
491,3248953.95125
492,4547650.175
493,5014474.515454546
494,5161295.526666666
495,4036792.16125
496,4342178.756363636
497,4354762.4525
498,4331770.432456294
499,4783028.491363636
500,4651558.391704545
501,2417005.8675
502,3731472.2570833336
503,4752066.308863636
504,3447828.8175
505,3563945.9981987523
506,3735291.015
507,4547161.679905303
508,2832736.755
509,5527428.295454545
510,4562538.321875
511,4592757.9425
512,2856325.208125
513,4793685.1
514,3545805.985625
515,2192231.8075
516,4315178.1475
517,4212992.195738636
518,5142803.635
519,4481213.087613637
520,4608986.315340909
521,5416857.612916666
522,4238075.918863636
523,4673660.817115384
524,4286157.285
525,4088674.8471153844
526,2465126.3375
527,4432015.2125
528,4912653.71
529,4263923.557961864
530,4080233.2175
531,3847338.51
532,4488586.404666667
533,3266545.615208334
534,5425530.496666666
535,4819839.666583333
536,5522250.320530303
537,3430712.026804813
538,3643148.431875
539,5330793.7225
540,4501724.355416667
541,3633482.345
542,4030027.4882386364
543,3571595.6775
544,3937211.3475
545,4026982.620625
546,2565020.314304813
547,4603717.612032087
548,4242008.359090909
549,4691967.642416667
550,4720449.035
551,4220007.473863636
552,4843325.1625
553,5028752.244791666
554,4140146.988454546
555,4534724.262208333
556,3240584.8275
557,4424595.734696969
558,4500469.637083334
559,3758242.75
560,4980669.889323752
561,4710057.250329546
562,2263387.59875
563,4189905.6077159094
564,3377003.042941177
565,5484734.476363637
566,3837462.075
567,5458292.5525
568,4090492.050441177
569,3498030.4063636363
570,4531861.793706294
571,4280605.68875
572,4253798.179375
573,4374090.049166666
574,5158299.699083333
575,3313550.3820833336
576,4781189.37375
577,4903448.876875
578,4713756.6625
579,4359140.4025
580,3818442.0771153844
581,4991901.6866666665
582,4764547.969666667
583,4622127.515581294
584,4749946.4425
585,3649781.299375
586,3666180.2535035308
587,3642204.0716987173
588,3876982.5
589,5039191.08375
590,4618571.596666667
591,4749222.425441177
592,4943300.007115385
593,3362619.8331815614
594,3305423.294375
595,4259417.60375
596,3609549.35375
597,2799128.82
598,4034843.71627451
599,4232467.247954546
600,4434765.0575
601,4556828.906875
602,4557900.615833333
603,2929324.134375
604,3508755.9825
605,3391411.844304813
606,2952697.1
607,4514847.051875
608,2967461.076363636
609,4796701.294507575
610,5223324.9625
611,2680666.9375
612,4030433.358333334
613,4597825.600441176
614,4257609.526666666
615,2905233.19
616,5296906.836590909
617,4997408.109375
618,4913507.200454545
619,4606441.49
620,3872696.4244828434
621,4832139.01347902
622,4915605.33125
623,4516139.544583334
624,2763399.354375
625,4693919.002291667
626,3987302.5691666664
627,4737073.766666667
628,3190261.149791667
629,3501868.38375
630,4710059.585115385
631,5038013.441179813
632,4494036.421363636
633,5217921.216736597
634,2844607.736875
635,3877635.83375
636,4801039.849615384
637,3315742.0590833332
638,3524634.22125
639,4987545.55375
640,4137278.487916667
641,5235897.258541666
642,3255155.94
643,5017458.514166666
644,4895907.07375
645,3083982.6389583335
646,4864005.031041667
647,3398995.414375
648,3585972.12
649,3620544.077532051
650,3015859.595625
651,4199524.860246212
652,4062602.541041666
653,3527616.8233333337
654,3350562.53375
655,4593035.786363636
656,3244733.5475
657,3437090.8875
658,5484596.0925
659,4046318.015
660,4708239.4475
661,4531557.7088636365
662,4671329.39375
663,4823233.0
664,3351054.5832500006
665,4021958.392480803
666,4449556.066363636
667,4347352.922291667
668,4039740.355882576
669,4590322.925
670,4474983.3325
671,5240784.321041667
672,3032330.438679813
673,3834041.455833333
674,4542553.792613637
675,4328356.228907086
676,4616556.326136107
677,3485531.3625
678,4813400.241666666
679,4436006.4988636365
680,3002336.884375
681,5063825.655833333
682,3727590.797954545
683,4580376.100416667
684,3264960.2341666664
685,5119866.02625
686,3836649.012941177
687,3679478.435
688,4047479.9325
689,3861117.65
690,4723173.77125
691,3250729.574304813
692,3375509.7575
693,4213625.982032087
694,2862620.6925
695,3072865.118863636
696,4018626.51884444
697,4076516.499905303
698,3313191.104791667
699,2561702.9575
700,5327891.601666667
701,3317586.108125
702,4643038.95125
703,4279559.159583334
704,3898456.7516666665
705,3733068.561666666
706,5475636.876691177
707,5245553.0425
708,4324248.705795198
709,3579871.900625
710,4238134.271875
711,5455693.023863636
712,4173355.071287879
713,3458546.6045833337
714,3785917.981875
715,3439729.7875
716,4164273.750208333
717,3664217.503333334
718,5214849.90177451
719,4821212.440657086
720,3973805.35125
721,4942373.2255
722,5248877.76625
723,3074248.4425
724,4536291.881666666
725,5191330.0682386365
726,3276858.145
727,4439046.8925
728,4970575.4525
729,4218739.559147471
730,3645096.0565527733
731,3931639.0050245095
732,3745914.716875
733,4172230.7675
734,4679336.047916667
735,4019490.8758409093
736,3463381.655441177
737,3621438.5175
738,3213727.168238636
739,3559096.144375
740,3946192.29
741,3824540.3003729605
742,4791256.79875
743,3846868.554191177
744,3748664.2671153843
745,4663035.6125
746,2617838.435738636
747,5024367.412840909
748,4801687.81284091
749,4210855.555865385
750,4513991.268863636
751,3624264.756875
752,3999958.4767232276
753,2067135.71
754,3145999.594375
755,3658785.9575
756,3741015.624052773
757,4762498.241333334
758,3043333.005
759,4889761.593679813
760,4529612.076831293
761,4095631.1668237527
762,3758896.22625
763,3454434.805
764,4650945.2125
765,4788401.38875
766,4196166.738162879
767,3039704.64
768,3131713.2
769,4828745.76125
770,3046274.467941177
771,3959486.688238636
772,4542436.08
773,3317699.8816987183
774,3409929.8647045456
775,4124702.143958333
776,3355447.299621212
777,3448269.884375
778,4213822.6425
779,3745029.6
780,3366961.465
781,3386095.8379166666
782,4347898.9725
783,3351571.4316911767
784,4735163.408958334
785,4065824.37625
786,4304745.3605
787,4191176.085
788,4180865.7541666664
789,4575707.13
790,3123761.27
791,4430726.375145688
792,3906330.74625
793,3671799.1775
794,3141085.8025
795,4690816.09409091
796,3391622.84
797,4729703.398958334
798,4813651.677083333
799,4904567.2975
800,4172820.621666666
801,4391816.10914747
802,4027468.912941177
803,4701832.611583333
804,3508085.4459790206
805,3837567.140657051
806,4306304.185
807,4128119.141363636
808,4583550.182083334
809,2195535.1425
810,3827981.403990384
811,3599172.17
812,4091812.354816177
813,3244424.45
814,3025024.28
815,4044201.1520320857
816,3286426.9625
817,3137811.5625
818,3528544.8195833336
819,2778731.801804813
820,4411889.943030303
821,4237616.982291666
822,3907824.655441177
823,4486338.553257575
824,4640082.03625
825,4255711.0375
826,4911826.813125
827,2235390.815
828,5163489.416666666
829,3669530.8575565605
830,4147687.554304813
831,5027547.51125
832,4713458.95375
833,4601715.3628409095
834,3987852.6704411767
835,3209934.723782052
836,2045292.3175
837,4945206.970416667
838,3552997.2616666667
839,1960442.6925
840,3225088.075
841,3056272.497532051
842,4299585.7275
843,3483908.330625
844,4618269.536166667
845,4772838.65
846,5109354.9675
847,4537296.433
848,2926354.6575
849,3675735.92
850,3253925.89875
851,4255862.45256993
852,4255086.204520687
853,3417281.48125
854,3554036.84375
855,3893910.4687308036
856,4439862.046875
857,4244562.265
858,3324198.18625
859,4191860.454166666
860,3737590.791691177
861,4848893.912448752
862,4221723.577032086
863,4034279.3154487177
864,4695231.0838636365
865,4139349.035
866,2992678.1245833337
867,2531230.90875
868,4321785.84
869,4809209.369666667
870,2955223.8975
871,4658971.785340909
872,3599776.2102083336
873,4833020.397954546
874,4878153.567916667
875,3265200.9211798133
876,3518543.947941177
877,4887771.2455
878,3825854.7675
879,4794592.102729022
880,3680208.755
881,4114207.6617803033
882,4060811.8991666664
883,3997069.711875
884,4367492.767083333
885,4531542.57375
886,3971504.3625
887,4979870.300782085
888,3024071.9025
889,4725137.976041666
890,3952255.45125
891,5153850.624375
892,4709270.687632576
893,3616398.20375
894,4918546.8963636365
895,4428381.548541666
896,4193516.54
897,3808236.2720833337
898,3795315.475340909
899,4665051.507840909
900,3569143.0675
901,5277641.849166666
902,3736600.7025
903,4448231.60349042
904,3169833.0025
905,3920438.987916667
906,4272043.586698718
907,5013650.786823752
908,4568036.2189790215
909,4156824.2433333336
910,4831313.573895687
911,4191409.3807386365
912,4104465.2336115963
913,4245212.761363637
914,4377998.671875
915,4342719.791875
916,2093521.83
917,4296248.079583334
918,4080244.225738636
919,3793020.855
920,4480381.004375
921,3317315.82
922,4940777.7625
923,4420618.403030303
924,4962608.328125
925,4996394.386666667
926,5770024.244166667
927,4690499.402854021
928,4463769.886363637
929,3725278.535
930,3926808.0680111065
931,3753251.0086798132
932,5003224.430865385
933,4762968.04625
934,3430882.9983333335
935,3808122.655416666
936,2939840.789816177
937,4059298.0473237173
938,3840136.065
939,4363156.965
940,4936060.044583334
941,3738469.68
942,4419368.87
943,4898232.650865384
944,4305985.82125
945,2116568.6375
946,4534766.679204546
947,3486247.3916911767
948,4415837.890416667
949,4016586.0220833337
950,4904446.848863636
951,3397591.221666666
952,3021432.61
953,3517382.5621078433
954,5202324.107115384
955,4866371.857916667
956,4099530.849905303
957,4677238.272916667
958,5089402.51625
959,3869960.7625
960,4827605.1932386365
961,4524733.928863636
962,4942251.633365384
963,3983505.785
964,5189741.216666666
965,2684118.945
966,4644407.535416666
967,4782318.501363636
968,3821742.2375
969,4416283.581875
970,3008590.5408333335
971,3511376.386875
972,2599792.398238636
973,3378831.5025
974,4201039.087840909
975,3220573.506875
976,2414469.9325
977,4819296.29875
978,4784030.780170198
979,5078801.776363636
980,4847116.8775
981,2961124.26
982,3725250.979166666
983,5616920.6175
984,4454193.534166667
985,4621041.735416667
986,4091155.51625
987,5584144.8875
988,4438703.602115384
989,3066002.07875
990,4500940.79534091
991,1930725.9425
992,3900351.4032386364
993,4424484.397405303
994,3930307.4325
995,3184876.6357386364
996,4969174.186875
997,4661962.368125
998,2922244.450441177
999,4165420.167166667
1000,4064161.4277083334
1001,3451487.869583334
1002,2926784.50875
1003,4589100.255416667
1004,4590690.8220833335
1005,4898725.636363637
1006,4738235.18
1007,4715200.399520688
1008,2484679.1675
1009,3857913.3778409087
1010,3558243.0739583336
1011,4774884.46
1012,4170606.685833333
1013,3883109.291666666
1014,4188827.60125
1015,5016860.966666666
1016,4809090.199020723
1017,4553659.343365384
1018,3745151.9227403845
1019,4301016.780530303
1020,4697724.764166666
1021,4213086.86911542
1022,4663931.122007576
1023,4237329.74125
1024,4006557.3241666663
1025,3127983.5563749997
1026,5282337.75
1027,3858340.688787879
1028,4605986.348636107
1029,3288245.486875
1030,4717307.2575
1031,3558206.1097916667
1032,2863256.68
1033,4719918.8475
1034,5256299.75221591
1035,2957136.1183333336
1036,5076021.558030304
1037,4492178.831704546
1038,4282152.858895687
1039,3385051.304166666
1040,3110917.588875
1041,3197689.0275
1042,2077798.2675
1043,4767227.94284091
1044,4525450.976761106
1045,5149841.8588333335
1046,4048138.825657051
1047,4538817.675895723
1048,3826133.433958333
1049,3969058.0412062937
1050,4743573.173416667
1051,3162442.4707386363
1052,3581939.348125
1053,3187527.6125
1054,4725695.594666667
1055,2714618.91
1056,5169472.889166667
1057,4411672.745738637
1058,2891359.451363636
1059,4601858.005157086
1060,4522739.4475
1061,4188006.40375
1062,4561971.175833333
1063,4975825.321666666
1064,4379055.672007576
1065,4145920.991363636
1066,4343192.773863636
1067,4334710.713365384
1068,4191332.506875
1069,4090336.5475
1070,4315317.887115384
1071,3498750.1511666668
1072,4837895.195416667
1073,4762678.866666667
1074,5024796.8975
1075,3842002.9775
1076,3367089.28344697
1077,3163829.271628531
1078,2743595.7229166664
1079,4143544.0625
1080,3446823.4664201974
1081,4779717.586875
1082,4134517.305
1083,4419222.602941177
1084,3834122.88
1085,2121690.5725
1086,4301992.982329546
1087,4834804.052708333
1088,5056604.9125
1089,3666008.748125
1090,4657195.488
1091,3544191.2475
1092,4180657.323357844
1093,4441327.476490384
1094,4124754.801875
1095,4822401.53625
1096,2648035.2825
1097,4798991.7716666665
1098,3471680.379191177
1099,4580278.28875
1100,3879156.62375
1101,4186682.538863636
1102,3896690.241875
1103,3548813.158863636
1104,5389534.907329545
1105,4398367.905454545
1106,2802326.230738636
1107,5043738.258340909
1108,4413682.051363636
1109,4809541.2179166665
1110,4238069.710416667
1111,4199316.909583334
1112,3220590.2818123545
1113,3707954.365
1114,4191145.58625
1115,4170993.161875
1116,3717111.71125
1117,4555425.1284659095
1118,5286891.364583333
1119,2679904.459375
1120,3720879.82
1121,2227512.8625
1122,4512442.805916667
1123,3988618.79
1124,4223877.16875
1125,4323321.523863636
1126,5214123.382115385
1127,3017175.38
1128,4747389.954166667
1129,4941862.287916667
1130,4111558.491598228
1131,4801301.201363636
1132,3269891.708333334
1133,2634686.4075
1134,5047993.72875
1135,3419766.0575
1136,5421949.46375
1137,2837842.085
1138,3620282.996666666
1139,5477683.340895722
1140,4508096.236666666
1141,5113439.2825
1142,5136488.572532051
1143,3362092.121666667
1144,4315387.6325
1145,4232311.448049244
1146,4548885.7925
1147,4738423.276875
1148,5421612.255416667
1149,4591357.4825
1150,4835077.670416667
1151,2113852.7475
1152,4241710.4975
1153,3739325.732316177
1154,3954270.735
1155,4085479.975
1156,2945690.583541667
1157,4988809.65425
1158,4959391.9165909095
1159,4785917.915416667
1160,4575000.942916667
1161,4223386.022329546
1162,5782613.775979021
1163,3969659.495
1164,5539927.35625
1165,3794012.446875
1166,4731799.273863636
1167,4979899.42125
1168,3365883.5
1169,4159464.024666667
1170,3047273.2641666667
1171,4090272.004090909
1172,1968851.89
1173,4179358.065405303
1174,3145999.594375
1175,3969241.675895722
1176,4593001.495
1177,4861862.268958333
1178,4506187.815979021
1179,4572091.905530303
1180,5115750.3775
1181,5229846.343465909
1182,4738728.441363636
1183,3068228.491179813
1184,3907276.976666666
1185,2561313.6491911765
1186,4314272.6005
1187,3416477.613125
1188,4359197.8325
1189,4694207.927954545
1190,4932248.743365385
1191,4027431.016363636
1192,4384070.997007576
1193,3967836.6445833337
1194,5998101.2708653845
1195,3988858.60125
1196,3170417.613125
1197,3492989.4882386364
1198,4103076.650927773
1199,4369848.499791667
1200,5023908.2905
1201,4510145.38
1202,3245014.67875
1203,2806815.96
1204,3141509.855441177
1205,3171789.879191177
1206,4760856.480782086
1207,3627481.51
1208,4530475.96375
1209,3870040.851666666
1210,3701199.3925
1211,3963881.03375
1212,3292460.4391666665
1213,4898171.793698752
1214,3950969.5316666663
1215,4495876.08034091
1216,5058811.82875
1217,3163757.96875
1218,3320007.97
1219,4481606.1275
1220,4398753.643958334
1221,5065890.976365385
1222,4280693.1205
1223,5212772.060625
1224,3629592.9525
1225,3930492.5747045456
1226,4269892.37625
1227,5383419.9125
1228,3725236.188958334
1229,4090809.795
1230,3731956.9325
1231,3899469.0441040206
1232,3583446.3375
1233,4740703.810454546
1234,4365054.032405303
1235,3326527.8104166663
1236,3587545.65875
1237,2720157.9675
1238,5054279.80375
1239,4602348.07131993
1240,4868796.700416666
1241,4660188.913687354
1242,4683699.070840909
1243,3658174.389791667
1244,4539608.7125
1245,3796139.365
1246,3212847.1161666666
1247,5947801.748479021
1248,2543093.215
1249,3850002.156875
1250,4382719.527954546
1251,3775496.345833333
1252,4098216.5225
1253,5282998.514615384
1254,4563081.4025
1255,3188753.5670833336
1256,3651330.835
1257,4692126.5720833335
1258,5252111.59
1259,3561468.4172290205
1260,3806664.000833333
1261,4862609.49222902
1262,5614920.78
1263,2498032.8975
1264,4866237.493863637
1265,4398473.772708334
1266,3274728.15125
1267,4256674.215
1268,5038993.9175
1269,5240515.600738636
1270,3808769.925
1271,4536122.785
1272,4802194.251363636
1273,3997482.975
1274,2448010.69625
1275,5171679.11222902
1276,4110208.394375
1277,3238734.3725
1278,3345316.8380623544
1279,3145999.594375
1280,4807578.38125
1281,4555257.030246212
1282,4287546.295454546
1283,3161348.485208334
1284,4522390.533863637
1285,4771608.113863636
1286,2207495.366875
1287,4278717.318958333
1288,4293383.016363637
1289,3159116.61
1290,4030535.8388636364
1291,3347488.4395206873
1292,5238324.019166667
1293,5285662.88
1294,4447902.741875
1295,3665840.097941177
1296,4144133.2766666664
1297,5479840.614166666
1298,3810751.2825
1299,3551377.869166666
1300,4110806.9461361067
1301,3130963.32327451
1302,3991563.456875
1303,3572911.656490384
1304,2952303.6175
1305,4150570.61222148
1306,5190871.611666666
1307,3973314.614375
1308,4630272.0355
1309,4122599.9925
1310,4358446.381363636
1311,4668373.996363636
1312,3042711.0225
1313,4313209.771490384
1314,4735991.51875
1315,4463211.900833333
1316,5497917.697405303
1317,4189486.2479487183
1318,4772292.6975
1319,4458198.699375
1320,4886065.44535402
1321,4633962.267229021
1322,4483406.8182386365
1323,3397364.93
1324,4658280.756791667
1325,3556132.59875
1326,4054311.26375
1327,6409154.76375
1328,4403836.531804813
1329,4844982.53625
1330,4267539.6
1331,4200209.776490385
1332,4958417.931666667
1333,3267661.135441177
1334,3801109.425208333
1335,4161320.0689070863
1336,2231493.5125
1337,5406964.017916667
1338,3855639.445
1339,3988904.551066177
1340,3439941.874166666
1341,5136935.400840909
1342,4126612.8578409087
1343,2089242.9175
1344,4800555.886666667
1345,2343867.1475
1346,5004424.630170197
1347,2665258.8175
1348,3764062.193289627
1349,3750089.143958333
1350,3664655.1628540205
1351,4606628.536863636
1352,4187863.583125
1353,4338456.263032052
1354,3249308.37125
1355,3729242.2625
1356,5106112.42925
1357,3819394.57625
1358,3832230.8057386363
1359,2725107.8945833337
1360,4638010.62
1361,4711715.745
1362,4967219.677708333
1363,4538653.959615384
1364,4849745.7575
1365,3582978.82
1366,4152903.45375
1367,4573272.498920198
1368,4703799.289622961
1369,4361614.6575
1370,4102955.295
1371,5333781.373257576
1372,5204796.893863636
1373,5728818.03875
1374,3564168.440566176
1375,5125777.5525
1376,4123549.9804562945
1377,3334806.8754166667
1378,3720839.855738636
1379,3618741.415738636
1380,3902378.4046153845
1381,5583467.358863636
1382,3464001.561363636
1383,4709862.068
1384,4078331.0925
1385,4694309.934166667
1386,4385121.339166666
1387,3579748.641875
1388,5049956.723416667
1389,3144597.7586798132
1390,4335709.852791667
1391,4686005.25125
1392,4466366.8075
1393,4094341.8875
1394,3866910.364204545
1395,5108088.177941176
1396,3888025.6560416664
1397,4715724.950340909
1398,4772135.319166667
1399,3852234.8873161767
1400,3456396.705
1401,5281471.135221479
1402,4429362.63
1403,4369531.7491666665
1404,4582581.46
1405,5461952.5825
1406,4586984.132948717
1407,4611819.8434790205
1408,3749698.3133653845
1409,4742896.586363636
1410,4171348.0103540206
1411,3609970.691875
1412,3571358.64
1413,3996748.6962386365
1414,3916738.7012745095
1415,4589550.788787879
1416,4538209.92875
1417,3895394.490441177
